N,P,K,temperature,humidity,ph,rainfall,soil_texture,crop_label
24.0,44.0,17.0,29.86,80.03,6.67,50.66,1.0,9.0
85.0,58.0,41.0,21.77,80.32,7.04,226.66,0.0,6.0
90.0,57.0,24.0,18.93,72.8,6.16,82.34,3.0,3.0
84.0,7.0,51.0,26.82,87.66,6.4,55.74,2.0,5.0
29.0,70.0,15.0,30.33,63.55,6.87,74.17,3.0,1.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
32.0,68.0,19.0,24.63,18.18,5.51,149.74,0.0,0.0
89.0,22.0,52.0,24.9,86.11,6.22,53.15,2.0,5.0
25.0,76.0,24.0,15.33,24.92,5.57,135.33,0.0,0.0
26.0,18.0,42.0,19.73,89.65,6.91,108.23,3.0,2.0
53.0,73.0,77.0,19.71,18.1,7.33,73.64,1.0,7.0
31.0,26.0,9.0,11.7,93.26,7.57,103.2,1.0,4.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
72.0,60.0,25.0,18.53,69.03,5.77,88.1,3.0,3.0
12.0,29.0,13.0,22.46,91.53,7.57,118.01,1.0,4.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
33.0,75.0,84.0,19.46,18.73,7.22,68.81,1.0,7.0
113.0,28.0,48.0,28.88,92.49,6.17,24.44,3.0,8.0
30.0,44.0,16.0,29.73,82.89,6.44,50.92,1.0,9.0
39.0,28.0,10.0,31.35,91.48,7.18,109.15,1.0,4.0
9.0,16.0,36.0,23.78,92.93,5.89,106.98,3.0,2.0
95.0,52.0,36.0,26.23,83.84,5.54,286.51,0.0,6.0
29.0,67.0,21.0,29.79,63.39,6.62,63.02,3.0,1.0
88.0,35.0,40.0,23.58,83.59,5.85,291.3,0.0,6.0
0.0,55.0,22.0,22.99,20.58,5.92,143.86,0.0,0.0
93.0,47.0,37.0,21.53,82.14,6.5,295.92,0.0,6.0
34.0,80.0,19.0,31.49,63.06,6.52,71.48,3.0,1.0
81.0,16.0,45.0,26.9,86.25,6.73,59.76,2.0,5.0
24.0,18.0,6.0,26.57,94.45,6.29,116.38,1.0,4.0
0.0,5.0,36.0,24.35,90.89,6.15,105.53,3.0,2.0
9.0,77.0,17.0,20.12,24.45,5.78,106.16,0.0,0.0
26.0,15.0,6.0,17.22,94.79,6.91,108.01,1.0,4.0
18.0,74.0,15.0,24.9,22.28,5.71,146.47,0.0,0.0
15.0,11.0,38.0,23.13,92.68,6.63,109.39,3.0,2.0
30.0,65.0,82.0,20.71,15.28,6.11,76.78,1.0,7.0
40.0,58.0,15.0,29.46,87.61,6.98,43.15,1.0,9.0
11.0,72.0,20.0,19.52,24.93,5.95,113.33,0.0,0.0
13.0,22.0,5.0,19.67,90.5,7.76,100.17,1.0,4.0
69.0,51.0,23.0,22.22,72.85,6.8,106.62,3.0,3.0
83.0,10.0,53.0,24.93,85.01,6.2,48.76,2.0,5.0
119.0,5.0,55.0,29.69,94.3,6.17,26.84,3.0,8.0
77.0,57.0,21.0,24.93,73.8,6.55,79.74,3.0,3.0
12.0,63.0,17.0,18.36,19.38,5.72,138.41,0.0,0.0
98.0,8.0,51.0,26.18,86.52,6.26,49.43,2.0,5.0
59.0,70.0,84.0,17.33,18.75,7.55,82.62,1.0,7.0
68.0,57.0,43.0,26.09,80.38,5.71,182.9,0.0,6.0
30.0,75.0,81.0,19.42,16.81,6.41,68.52,1.0,7.0
91.0,50.0,40.0,20.82,84.13,6.46,230.22,0.0,6.0
114.0,27.0,48.0,27.82,93.04,6.53,26.32,3.0,8.0
34.0,59.0,23.0,28.56,83.25,6.94,56.48,1.0,9.0
34.0,10.0,14.0,34.05,92.06,6.73,116.8,1.0,4.0
115.0,11.0,46.0,24.42,89.4,6.62,40.32,2.0,5.0
102.0,28.0,54.0,25.16,80.28,6.86,55.5,2.0,5.0
112.0,25.0,51.0,25.05,85.57,6.93,56.72,2.0,5.0
59.0,60.0,84.0,19.03,18.67,7.69,94.71,1.0,7.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
50.0,64.0,25.0,28.84,63.37,6.73,70.25,3.0,1.0
107.0,5.0,52.0,26.66,89.98,6.88,57.41,2.0,5.0
113.0,6.0,52.0,27.76,90.36,6.74,25.22,3.0,8.0
4.0,59.0,25.0,27.69,81.94,6.23,54.62,1.0,9.0
95.0,16.0,46.0,27.08,90.14,6.75,24.45,3.0,8.0
95.0,52.0,36.0,26.23,83.84,5.54,286.51,0.0,6.0
34.0,47.0,19.0,27.31,85.45,6.57,53.15,1.0,9.0
89.0,60.0,17.0,25.38,57.21,5.98,101.7,3.0,3.0
31.0,51.0,25.0,27.54,85.57,7.2,53.02,1.0,9.0
98.0,7.0,45.0,27.79,92.51,6.16,26.85,3.0,8.0
11.0,46.0,24.0,27.65,89.81,6.46,56.53,1.0,9.0
20.0,7.0,9.0,29.48,91.58,7.13,111.17,1.0,4.0
27.0,59.0,22.0,21.81,23.21,5.79,130.06,0.0,0.0
34.0,60.0,22.0,17.66,18.15,5.64,100.67,0.0,0.0
5.0,18.0,14.0,33.11,93.48,7.43,119.17,1.0,4.0
18.0,9.0,40.0,19.45,89.02,5.63,106.16,3.0,2.0
14.0,67.0,15.0,19.56,24.67,5.69,139.29,0.0,0.0
59.0,55.0,79.0,20.37,16.9,8.77,82.25,1.0,7.0
90.0,44.0,38.0,23.84,83.88,7.47,241.2,0.0,6.0
86.0,55.0,21.0,21.54,59.64,6.8,109.75,3.0,3.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
74.0,54.0,38.0,25.66,83.47,7.12,217.38,0.0,6.0
4.0,19.0,42.0,23.83,87.84,6.31,111.22,3.0,2.0
37.0,55.0,82.0,19.46,18.02,6.42,78.45,1.0,7.0
74.0,58.0,18.0,20.04,56.36,6.73,109.02,3.0,3.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
33.0,23.0,45.0,20.0,85.84,7.12,112.34,3.0,2.0
80.0,43.0,16.0,23.56,71.59,6.66,66.72,3.0,3.0
101.0,13.0,54.0,25.43,82.91,6.83,56.34,2.0,5.0
67.0,43.0,39.0,26.04,84.97,6.0,186.75,0.0,6.0
49.0,55.0,78.0,18.66,16.18,7.86,81.71,1.0,7.0
14.0,67.0,22.0,23.83,24.75,5.62,84.64,0.0,0.0
49.0,68.0,22.0,28.57,61.53,7.13,63.5,3.0,1.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
110.0,28.0,46.0,24.29,88.05,6.5,51.26,2.0,5.0
0.0,5.0,36.0,24.35,90.89,6.15,105.53,3.0,2.0
40.0,58.0,15.0,29.46,87.61,6.98,43.15,1.0,9.0
5.0,24.0,40.0,24.69,93.87,6.3,104.67,3.0,2.0
32.0,13.0,42.0,23.5,92.98,5.79,106.62,3.0,2.0
85.0,27.0,45.0,26.07,88.73,6.47,57.8,2.0,5.0
94.0,39.0,18.0,23.89,57.49,5.89,102.83,3.0,3.0
64.0,45.0,43.0,25.63,83.53,5.53,209.9,0.0,6.0
81.0,6.0,55.0,24.89,85.87,6.11,51.71,2.0,5.0
111.0,5.0,47.0,28.03,91.47,6.27,21.18,3.0,8.0
40.0,11.0,44.0,24.46,86.11,6.32,111.38,3.0,2.0
50.0,74.0,17.0,27.1,63.36,6.54,73.85,3.0,1.0
31.0,78.0,76.0,17.57,15.0,8.52,89.31,1.0,7.0
101.0,20.0,48.0,24.68,82.75,6.21,57.06,2.0,5.0
2.0,47.0,15.0,29.87,85.99,6.4,58.41,1.0,9.0
66.0,44.0,20.0,19.08,69.02,6.74,80.73,3.0,3.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
78.0,37.0,22.0,25.34,63.32,6.33,74.52,3.0,3.0
99.0,50.0,15.0,18.15,71.09,5.57,88.08,3.0,3.0
40.0,72.0,77.0,17.02,16.99,7.49,88.55,1.0,7.0
51.0,56.0,18.0,28.13,64.21,6.71,70.86,3.0,1.0
39.0,37.0,15.0,29.0,83.79,6.82,59.84,1.0,9.0
82.0,22.0,45.0,26.22,85.35,6.51,54.6,2.0,5.0
30.0,20.0,38.0,22.6,93.16,7.06,110.09,3.0,2.0
85.0,21.0,52.0,29.63,90.1,6.08,23.7,3.0,8.0
114.0,21.0,55.0,25.44,87.94,6.47,57.52,2.0,5.0
79.0,51.0,16.0,25.34,68.5,6.59,96.46,3.0,3.0
20.0,29.0,10.0,29.07,93.27,7.37,100.79,1.0,4.0
42.0,62.0,75.0,18.18,18.9,7.01,81.85,1.0,7.0
43.0,68.0,81.0,17.48,17.93,6.76,78.92,1.0,7.0
33.0,12.0,8.0,25.26,90.31,6.82,117.37,1.0,4.0
0.0,5.0,36.0,24.35,90.89,6.15,105.53,3.0,2.0
31.0,53.0,16.0,28.74,85.82,6.45,48.55,1.0,9.0
72.0,40.0,38.0,20.41,82.21,7.59,245.15,0.0,6.0
83.0,58.0,45.0,25.76,83.52,5.88,245.66,0.0,6.0
22.0,26.0,38.0,22.92,85.13,6.99,110.24,3.0,2.0
20.0,60.0,25.0,27.33,69.09,6.73,61.19,3.0,1.0
31.0,5.0,14.0,17.67,91.7,6.58,110.69,1.0,4.0
20.0,23.0,11.0,31.85,90.12,6.41,109.95,1.0,4.0
109.0,26.0,45.0,28.28,90.39,6.22,21.59,3.0,8.0
18.0,21.0,35.0,23.28,94.94,6.37,111.14,3.0,2.0
39.0,76.0,76.0,19.97,15.57,6.14,69.16,1.0,7.0
20.0,79.0,77.0,18.55,16.03,7.65,76.33,1.0,7.0
71.0,60.0,22.0,26.07,59.37,6.2,85.76,3.0,3.0
34.0,35.0,21.0,28.45,82.68,6.68,58.19,1.0,9.0
40.0,18.0,43.0,19.39,86.79,5.77,109.91,3.0,2.0
75.0,54.0,36.0,26.29,84.57,7.02,257.49,0.0,6.0
81.0,16.0,45.0,26.9,86.25,6.73,59.76,2.0,5.0
77.0,52.0,17.0,24.86,65.74,5.71,75.82,3.0,3.0
86.0,59.0,35.0,25.79,82.11,6.95,243.51,0.0,6.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
13.0,30.0,37.0,20.86,91.62,6.28,106.87,3.0,2.0
104.0,17.0,46.0,25.71,80.23,6.19,43.09,2.0,5.0
99.0,54.0,37.0,21.14,80.34,5.59,198.67,0.0,6.0
68.0,58.0,38.0,23.22,83.03,6.34,221.21,0.0,6.0
24.0,67.0,22.0,20.12,22.9,5.62,104.63,0.0,0.0
106.0,10.0,49.0,27.73,92.01,6.35,20.21,3.0,8.0
17.0,64.0,17.0,21.02,24.94,5.66,124.61,0.0,0.0
113.0,20.0,48.0,27.47,94.88,6.44,27.28,3.0,8.0
31.0,48.0,17.0,28.88,86.94,6.59,53.8,1.0,9.0
48.0,61.0,21.0,30.28,61.69,6.63,65.63,3.0,1.0
21.0,78.0,19.0,27.16,66.76,6.92,69.85,3.0,1.0
75.0,56.0,18.0,19.4,62.36,5.7,60.95,3.0,3.0
29.0,77.0,75.0,17.5,15.48,7.78,72.94,1.0,7.0
27.0,76.0,83.0,19.13,14.92,6.29,89.62,1.0,7.0
84.0,44.0,21.0,21.87,61.91,5.85,107.27,3.0,3.0
38.0,36.0,21.0,28.03,84.88,6.56,36.12,1.0,9.0
34.0,66.0,17.0,18.81,21.28,5.89,125.08,0.0,0.0
60.0,38.0,17.0,18.42,64.24,6.47,76.41,3.0,3.0
24.0,80.0,19.0,29.68,69.09,6.81,65.66,3.0,1.0
94.0,53.0,40.0,20.28,82.89,5.72,241.97,0.0,6.0
14.0,59.0,15.0,21.35,22.91,5.78,146.45,0.0,0.0
34.0,71.0,79.0,17.93,15.86,7.73,74.64,1.0,7.0
37.0,78.0,79.0,19.95,14.83,7.79,88.68,1.0,7.0
25.0,27.0,41.0,19.2,94.28,6.92,108.04,3.0,2.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
36.0,43.0,21.0,28.36,84.86,7.14,52.93,1.0,9.0
64.0,45.0,43.0,25.63,83.53,5.53,209.9,0.0,6.0
32.0,60.0,83.0,19.69,19.44,8.83,91.76,1.0,7.0
44.0,63.0,15.0,26.42,64.51,7.34,63.47,3.0,1.0
115.0,18.0,53.0,29.17,94.2,6.01,22.07,3.0,8.0
25.0,70.0,16.0,19.63,18.91,5.76,106.36,0.0,0.0
50.0,64.0,25.0,28.84,63.37,6.73,70.25,3.0,1.0
79.0,45.0,20.0,23.81,59.25,5.72,89.96,3.0,3.0
7.0,60.0,25.0,28.28,82.76,6.4,56.05,1.0,9.0
93.0,56.0,36.0,24.01,82.06,6.98,185.28,0.0,6.0
10.0,5.0,42.0,20.24,91.09,6.89,109.25,3.0,2.0
13.0,8.0,12.0,25.16,92.55,7.11,114.31,1.0,4.0
25.0,78.0,76.0,17.48,15.76,7.23,66.97,1.0,7.0
13.0,16.0,8.0,34.74,93.12,6.95,100.2,1.0,4.0
85.0,21.0,47.0,29.87,90.61,6.19,24.7,3.0,8.0
86.0,55.0,21.0,21.54,59.64,6.8,109.75,3.0,3.0
33.0,75.0,21.0,33.05,68.94,6.69,62.3,3.0,1.0
34.0,9.0,36.0,22.81,86.34,6.28,110.44,3.0,2.0
56.0,67.0,78.0,17.57,16.72,8.26,77.82,1.0,7.0
22.0,80.0,20.0,23.01,18.87,5.67,100.12,0.0,0.0
99.0,38.0,21.0,22.88,71.6,6.35,67.73,3.0,3.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
30.0,70.0,79.0,20.27,19.97,7.31,69.64,1.0,7.0
87.0,6.0,45.0,29.83,90.79,6.4,22.84,3.0,8.0
21.0,44.0,18.0,27.07,86.9,7.13,50.47,1.0,9.0
5.0,74.0,21.0,16.24,21.36,5.59,66.97,0.0,0.0
32.0,14.0,37.0,22.73,88.49,6.83,104.68,3.0,2.0
30.0,20.0,38.0,22.6,93.16,7.06,110.09,3.0,2.0
61.0,44.0,17.0,26.1,71.57,6.93,102.27,3.0,3.0
10.0,56.0,16.0,28.17,81.05,6.83,36.36,1.0,9.0
60.0,61.0,78.0,20.71,19.84,6.32,94.04,1.0,7.0
66.0,44.0,20.0,19.08,69.02,6.74,80.73,3.0,3.0
9.0,48.0,20.0,29.66,84.28,6.38,56.1,1.0,9.0
69.0,55.0,38.0,22.71,82.64,5.7,271.32,0.0,6.0
81.0,6.0,55.0,24.89,85.87,6.11,51.71,2.0,5.0
21.0,21.0,38.0,22.55,89.33,6.33,104.9,3.0,2.0
82.0,20.0,54.0,29.34,90.02,6.54,21.45,3.0,8.0
6.0,47.0,18.0,29.16,80.28,6.72,40.17,1.0,9.0
42.0,74.0,83.0,19.26,14.28,7.55,65.78,1.0,7.0
34.0,29.0,8.0,31.88,91.15,6.45,105.34,1.0,4.0
66.0,54.0,21.0,25.19,60.2,5.92,72.12,3.0,3.0
58.0,61.0,15.0,30.95,64.23,7.4,62.79,3.0,1.0
19.0,78.0,16.0,20.65,23.11,5.97,67.72,0.0,0.0
100.0,18.0,52.0,26.2,80.38,6.88,56.48,2.0,5.0
83.0,15.0,49.0,28.93,91.39,6.44,23.2,3.0,8.0
67.0,45.0,38.0,22.73,82.17,7.3,260.89,0.0,6.0
91.0,35.0,39.0,23.79,80.42,6.97,206.26,0.0,6.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
19.0,39.0,17.0,29.28,81.8,6.89,44.47,1.0,9.0
5.0,8.0,5.0,11.03,92.23,6.56,112.77,1.0,4.0
17.0,77.0,23.0,24.51,20.82,5.67,64.19,0.0,0.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
23.0,59.0,25.0,27.83,88.73,6.32,56.69,1.0,9.0
108.0,23.0,51.0,26.84,83.85,6.11,40.23,2.0,5.0
89.0,60.0,17.0,25.38,57.21,5.98,101.7,3.0,3.0
23.0,72.0,84.0,19.02,17.13,6.92,79.93,1.0,7.0
67.0,60.0,25.0,24.92,66.79,5.75,109.22,3.0,3.0
27.0,56.0,20.0,19.26,20.51,5.54,94.95,0.0,0.0
78.0,35.0,44.0,26.54,84.67,7.07,183.62,0.0,6.0
27.0,13.0,6.0,13.36,91.36,7.34,111.23,1.0,4.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
40.0,73.0,20.0,21.59,20.32,5.81,61.14,0.0,0.0
84.0,51.0,35.0,22.3,80.64,6.04,197.98,0.0,6.0
10.0,37.0,22.0,28.73,89.13,7.07,58.53,1.0,9.0
24.0,21.0,42.0,20.82,87.23,7.0,109.44,3.0,2.0
4.0,23.0,5.0,22.68,93.36,7.48,110.33,1.0,4.0
21.0,39.0,20.0,28.14,82.12,7.06,46.76,1.0,9.0
8.0,23.0,38.0,19.3,87.18,7.01,105.48,3.0,2.0
87.0,6.0,45.0,29.83,90.79,6.4,22.84,3.0,8.0
17.0,59.0,17.0,18.42,23.43,5.69,132.98,0.0,0.0
31.0,55.0,22.0,22.91,21.34,5.87,109.23,0.0,0.0
49.0,72.0,15.0,31.56,67.84,7.14,74.87,3.0,1.0
100.0,14.0,49.0,29.49,91.08,6.37,26.02,3.0,8.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
28.0,74.0,81.0,18.01,18.31,8.75,81.99,1.0,7.0
58.0,66.0,79.0,20.99,19.33,8.72,93.55,1.0,7.0
33.0,59.0,22.0,22.64,21.59,5.95,122.39,0.0,0.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
60.0,46.0,22.0,24.89,65.61,6.63,87.93,3.0,3.0
5.0,23.0,15.0,25.67,92.05,7.41,112.54,1.0,4.0
7.0,20.0,12.0,16.53,94.77,6.48,110.04,1.0,4.0
31.0,79.0,75.0,18.82,16.11,8.2,89.73,1.0,7.0
26.0,80.0,83.0,17.08,16.15,7.53,71.31,1.0,7.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
12.0,63.0,17.0,18.36,19.38,5.72,138.41,0.0,0.0
42.0,74.0,83.0,19.26,14.28,7.55,65.78,1.0,7.0
13.0,60.0,25.0,17.14,20.61,5.69,128.26,0.0,0.0
9.0,8.0,40.0,22.49,89.92,6.55,111.66,3.0,2.0
97.0,22.0,50.0,26.26,86.15,6.77,58.98,2.0,5.0
34.0,60.0,22.0,17.66,18.15,5.64,100.67,0.0,0.0
73.0,57.0,41.0,21.45,84.94,5.82,272.2,0.0,6.0
60.0,38.0,17.0,18.42,64.24,6.47,76.41,3.0,3.0
29.0,11.0,5.0,23.13,91.95,7.64,104.42,1.0,4.0
58.0,70.0,84.0,20.65,16.61,6.23,74.66,1.0,7.0
57.0,57.0,75.0,17.09,18.25,7.79,87.27,1.0,7.0
103.0,17.0,51.0,25.11,80.03,6.21,44.21,2.0,5.0
3.0,9.0,45.0,23.89,89.62,6.54,104.62,3.0,2.0
119.0,25.0,51.0,26.47,80.92,6.28,53.66,2.0,5.0
60.0,68.0,83.0,19.12,18.43,6.62,85.53,1.0,7.0
80.0,18.0,51.0,28.05,91.82,6.71,20.77,3.0,8.0
46.0,76.0,77.0,18.24,19.69,6.97,83.75,1.0,7.0
90.0,23.0,54.0,28.56,90.46,6.16,27.27,3.0,8.0
17.0,59.0,17.0,18.42,23.43,5.69,132.98,0.0,0.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
69.0,55.0,38.0,22.71,82.64,5.7,271.32,0.0,6.0
12.0,20.0,39.0,19.86,86.2,6.03,111.02,3.0,2.0
33.0,57.0,17.0,27.9,88.72,6.78,57.8,1.0,9.0
110.0,14.0,51.0,27.02,91.67,6.09,21.26,3.0,8.0
96.0,46.0,22.0,20.58,69.0,6.5,66.29,3.0,3.0
33.0,14.0,8.0,21.03,92.96,7.68,110.68,1.0,4.0
27.0,13.0,6.0,13.36,91.36,7.34,111.23,1.0,4.0
33.0,15.0,7.0,15.83,91.68,7.65,109.76,1.0,4.0
0.0,49.0,18.0,29.68,87.94,6.99,41.82,1.0,9.0
8.0,28.0,37.0,23.88,86.21,6.08,108.31,3.0,2.0
52.0,58.0,16.0,30.64,61.15,7.17,71.37,3.0,1.0
81.0,49.0,20.0,18.04,60.61,5.51,104.23,3.0,3.0
49.0,72.0,15.0,31.56,67.84,7.14,74.87,3.0,1.0
106.0,14.0,45.0,24.47,84.16,6.42,57.27,2.0,5.0
120.0,25.0,50.0,28.05,94.82,6.33,21.85,3.0,8.0
67.0,59.0,41.0,21.95,80.97,6.01,213.36,0.0,6.0
30.0,63.0,16.0,23.61,21.91,5.53,100.6,0.0,0.0
13.0,47.0,20.0,29.22,87.94,6.54,43.14,1.0,9.0
90.0,57.0,24.0,18.93,72.8,6.16,82.34,3.0,3.0
95.0,30.0,52.0,29.48,90.34,6.64,26.04,3.0,8.0
119.0,19.0,55.0,25.19,83.45,6.82,46.87,2.0,5.0
83.0,58.0,23.0,19.74,59.66,6.38,65.51,3.0,3.0
0.0,17.0,42.0,23.2,91.19,6.86,109.09,3.0,2.0
24.0,67.0,22.0,20.12,22.9,5.62,104.63,0.0,0.0
29.0,77.0,75.0,17.5,15.48,7.78,72.94,1.0,7.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
22.0,60.0,24.0,18.78,20.25,5.63,104.26,0.0,0.0
29.0,36.0,25.0,28.29,88.44,7.13,48.57,1.0,9.0
91.0,7.0,53.0,25.14,89.28,6.46,43.53,2.0,5.0
52.0,71.0,16.0,27.74,68.54,7.08,71.79,3.0,1.0
0.0,18.0,14.0,29.77,92.01,7.21,114.42,1.0,4.0
3.0,67.0,24.0,17.0,19.91,5.52,103.29,0.0,0.0
49.0,68.0,22.0,28.57,61.53,7.13,63.5,3.0,1.0
18.0,5.0,11.0,20.88,90.94,6.25,102.46,1.0,4.0
31.0,40.0,22.0,29.41,86.16,6.37,53.35,1.0,9.0
60.0,44.0,23.0,24.79,70.05,5.72,76.73,3.0,3.0
27.0,80.0,15.0,19.07,21.21,5.79,86.22,0.0,0.0
32.0,13.0,42.0,23.5,92.98,5.79,106.62,3.0,2.0
92.0,44.0,16.0,18.88,65.77,6.08,94.76,3.0,3.0
36.0,43.0,21.0,28.36,84.86,7.14,52.93,1.0,9.0
39.0,60.0,21.0,34.9,63.6,6.97,64.73,3.0,1.0
53.0,65.0,76.0,20.19,16.42,6.72,77.34,1.0,7.0
98.0,26.0,52.0,27.34,90.7,6.15,28.69,3.0,8.0
52.0,65.0,20.0,32.82,66.16,6.81,68.84,3.0,1.0
76.0,44.0,17.0,20.42,62.55,5.86,65.28,3.0,3.0
5.0,18.0,14.0,33.11,93.48,7.43,119.17,1.0,4.0
0.0,23.0,15.0,22.57,93.37,7.6,109.86,1.0,4.0
21.0,9.0,40.0,24.51,90.64,5.96,105.62,3.0,2.0
98.0,26.0,52.0,27.34,90.7,6.15,28.69,3.0,8.0
32.0,73.0,81.0,20.45,15.4,5.99,92.68,1.0,7.0
92.0,7.0,48.0,26.28,86.63,6.96,54.39,2.0,5.0
7.0,16.0,9.0,18.88,92.04,7.81,114.67,1.0,4.0
97.0,25.0,50.0,26.22,80.9,6.09,49.09,2.0,5.0
25.0,68.0,19.0,29.4,64.26,7.11,67.48,3.0,1.0
63.0,35.0,16.0,22.03,65.36,6.27,83.73,3.0,3.0
12.0,8.0,10.0,16.15,91.44,8.0,107.43,1.0,4.0
90.0,49.0,21.0,24.84,68.36,6.47,74.05,3.0,3.0
91.0,7.0,52.0,25.08,83.46,6.41,56.4,2.0,5.0
100.0,17.0,48.0,29.73,94.3,6.37,26.52,3.0,8.0
76.0,49.0,42.0,24.96,84.48,5.21,196.96,0.0,6.0
44.0,58.0,18.0,28.04,65.07,6.81,72.5,3.0,1.0
27.0,62.0,77.0,18.2,14.71,6.58,70.18,1.0,7.0
43.0,79.0,79.0,19.41,18.98,7.81,80.25,1.0,7.0
108.0,22.0,47.0,28.54,91.73,6.16,25.13,3.0,8.0
24.0,30.0,11.0,32.4,94.52,6.6,113.25,1.0,4.0
61.0,52.0,41.0,24.98,83.89,6.88,204.8,0.0,6.0
48.0,65.0,78.0,17.44,14.34,7.86,73.09,1.0,7.0
109.0,21.0,55.0,24.9,89.74,6.77,57.45,2.0,5.0
56.0,75.0,15.0,30.2,60.07,7.15,66.37,3.0,1.0
10.0,56.0,16.0,28.17,81.05,6.83,36.36,1.0,9.0
37.0,24.0,13.0,19.14,90.71,7.85,108.02,1.0,4.0
88.0,35.0,40.0,23.58,83.59,5.85,291.3,0.0,6.0
81.0,6.0,55.0,24.89,85.87,6.11,51.71,2.0,5.0
26.0,54.0,17.0,28.55,88.96,6.27,49.49,1.0,9.0
25.0,48.0,21.0,28.44,83.49,6.27,52.55,1.0,9.0
36.0,38.0,15.0,28.36,87.6,6.32,58.0,1.0,9.0
106.0,20.0,51.0,29.73,90.97,6.34,20.49,3.0,8.0
69.0,37.0,42.0,23.06,83.37,7.07,251.05,0.0,6.0
29.0,22.0,40.0,23.63,89.73,6.15,107.68,3.0,2.0
25.0,17.0,40.0,18.91,87.75,6.61,111.28,3.0,2.0
113.0,20.0,48.0,27.47,94.88,6.44,27.28,3.0,8.0
3.0,27.0,44.0,24.57,92.03,6.59,110.96,3.0,2.0
59.0,58.0,17.0,28.55,66.31,7.37,62.83,3.0,1.0
83.0,58.0,23.0,19.74,59.66,6.38,65.51,3.0,3.0
27.0,73.0,79.0,19.16,15.84,7.35,82.7,1.0,7.0
102.0,28.0,54.0,25.16,80.28,6.86,55.5,2.0,5.0
99.0,55.0,35.0,21.72,80.24,6.5,277.96,0.0,6.0
26.0,65.0,22.0,17.85,18.78,5.95,143.1,0.0,0.0
80.0,18.0,52.0,27.87,91.15,6.48,24.05,3.0,8.0
1.0,17.0,6.0,10.79,91.38,6.82,117.53,1.0,4.0
25.0,21.0,11.0,32.24,90.15,6.46,104.71,1.0,4.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
18.0,27.0,41.0,22.37,92.31,7.18,104.82,3.0,2.0
98.0,26.0,49.0,27.29,90.53,6.13,23.5,3.0,8.0
34.0,9.0,36.0,22.81,86.34,6.28,110.44,3.0,2.0
115.0,12.0,52.0,27.51,94.96,6.69,21.02,3.0,8.0
91.0,55.0,15.0,18.09,72.61,6.38,78.96,3.0,3.0
98.0,26.0,49.0,27.29,90.53,6.13,23.5,3.0,8.0
14.0,48.0,21.0,29.25,84.8,6.99,53.43,1.0,9.0
8.0,16.0,6.0,12.23,90.26,7.11,108.42,1.0,4.0
22.0,70.0,19.0,18.24,21.08,5.52,69.45,0.0,0.0
75.0,54.0,36.0,26.29,84.57,7.02,257.49,0.0,6.0
94.0,50.0,37.0,25.67,80.66,6.95,209.59,0.0,6.0
63.0,44.0,41.0,24.17,83.73,5.58,257.03,0.0,6.0
23.0,45.0,23.0,28.78,86.69,6.98,56.12,1.0,9.0
12.0,78.0,23.0,16.07,18.72,6.0,88.07,0.0,0.0
1.0,48.0,24.0,29.35,85.6,6.23,59.04,1.0,9.0
31.0,75.0,18.0,15.47,21.44,5.82,88.89,0.0,0.0
81.0,18.0,50.0,26.44,80.92,6.51,47.82,2.0,5.0
89.0,22.0,52.0,24.9,86.11,6.22,53.15,2.0,5.0
12.0,61.0,19.0,19.33,24.14,5.66,68.51,0.0,0.0
90.0,46.0,42.0,23.98,81.45,7.5,250.08,0.0,6.0
23.0,30.0,44.0,20.94,85.43,6.12,103.03,3.0,2.0
39.0,21.0,9.0,13.21,94.03,6.35,106.27,1.0,4.0
36.0,55.0,20.0,27.01,84.34,6.64,55.3,1.0,9.0
74.0,54.0,38.0,25.66,83.47,7.12,217.38,0.0,6.0
